Date,BOVESPA OPEN,DJIA Open,NIKKEI225,ShanghaiComposite Open,Stoxx Europe 50,CAC40 Open,TelAvivOpen,IPCMexicoOpen,MervalAregentinaOpen,CanadaTSXOpen,ASXAustraliaOpen,DAXOpenGermany,RTSIRussianOpen,OMXCopenhagenOpen,KopsiKoreaOpen,TaiwanTWIIIndex,IBEXSpainIndex,ATX Austria,SwissMarketIndex
5/29/02,12728,10242.11035,11147.27,1411.276001,3453.29,4335.379883,321.72,7473.580078,309.26001,7694.899902,3330.899902,4878.740234,366.38,259.37,813.039978,5613.660156,8137.100098,1050.469971,6631.600098
5/31/02,12992,10291.04981,10962.98,1414.344971,3540.64,4426.450195,325.59,7386.149902,317.649994,7701.299805,3302.5,5023.97998,358.91,261.98,793.900024,5472.620117,8108.700195,1054.26001,6663.700195
6/3/02,12859,10348.92969,11137.3,1429.95105,3525.59,4365.459961,319.04,7385.180176,339.190002,7624.299805,3314.300049,4961.029785,372.27,261.21,803.179993,5477.009766,7974.200195,1060.550049,6734.200195
6/4/02,12637,10229.08008,11346.66,1429.531006,3465.12,4291.529785,317.35,7397.129883,336.359985,7578.799805,3376.100098,4861.149902,371.25,260.35,810.080017,5536.870117,7919.899902,1052.630005,6664.700195
6/5/02,12580,10098.58008,11543.71,1431.588013,3511.01,4392.419922,316.57,7366.509766,332.75,7646.600098,3395.300049,4981.879883,376.11,262.85,809.530029,5380.069824,7890.5,1055.949951,6608.200195
6/6/02,12591,10158.29981,11575.73,1419.964966,3575.62,4478.299805,314.31,7359.140137,359.25,7651.299805,3412.600098,5062.100098,386.85,260.1,820.429993,5458.209961,7945.100098,1050,6601.899902
6/7/02,12051,10211.91992,11512.01,1379.328003,3595.73,4455.169922,320.58,7304.259766,370.429993,7658.600098,3393.300049,5066.830078,386.71,262.07,824.179993,5539.209961,7925.899902,1065.75,6597.899902
6/10/02,12306,10106.54004,11721.64,1379.737061,3579.03,4474.540039,318.74,7130.600098,369.26001,7656.899902,3376.899902,5057.959961,379.77,261.05,824.25,5589.640137,8023.299805,1061.48999,6605.899902
6/11/02,12609,9976.94043,11736.83,1364.968018,3554.77,4454.890137,320.64,7062.370117,373.820007,7597.299805,3389.800049,5046.169922,381.11,256.77,806.359985,5625.149902,7920.100098,1062.829956,6556.700195
6/12/02,12221,9915.009766,11672.88,1347.432983,3518.98,4392.22998,317.62,7034.220215,393.440002,7633.700195,3373.5,4993.430176,385.02,253.98,769.830017,5532.279785,7935.399902,1082.8,6620.200195
6/13/02,12133,9915.150391,11648.72,1317.583008,3512.88,4374.759766,314.05,7000.25,389.850006,7696.200195,3387.100098,4971.310059,382.81,250.93,767.5,5333.830078,7884.5,1082.560059,6567.100098
6/14/02,11985,9923.94043,11541.39,1319.687988,3459.02,4340.120117,309,7016.830078,412.049988,7650.799805,3381.600098,4925.049805,393.94,250.93,767.830017,5377.549805,7917.5,1083.540039,6583.600098
6/17/02,11705,9710.339844,#N/A,1335.631958,3467.67,4375.22998,309.3,6975,380.690002,7616.700195,3385.899902,4890.459961,391.85,250.54,773.75,5440.609863,7827.600098,1088.369995,6550.200195
6/18/02,11942,9688.530273,11492.54,1331.44104,3477.06,4334.879883,308.7,6789.160156,370.5,7713.100098,3381.199951,4896.839844,386.1,256.87,735.440002,5419.930176,7726.200195,1094.930054,6572.200195
6/19/02,11822,9795.700195,11552.79,1374.618042,3500.94,4380.060059,306.54,6859.990234,371.029999,7706,3387.100098,4969.350098,386.1,257.33,717.890015,5225.580078,7665.100098,1098.119995,6506.399902
6/20/02,11508,9592.379883,11551.01,1398.376953,3472.4,4331.919922,308.24,6835.669922,361.98999,7705.899902,3373.600098,4914.540039,386.1,262.71,723.72998,5144.569824,7473,1092.540039,6444.100098
6/21/02,10917,9587.379883,#N/A,1381.869995,3462.38,4333.549805,307.52,6863.560059,379.410004,7739.399902,3375.600098,4873.600098,386.1,261.32,722.580017,5143.410156,7542.600098,1089.410034,6424.899902
6/24/02,10438,9647.620117,#N/A,1386.896973,3388.44,4264.919922,309.16,6760.350098,377.209991,7727,3347.100098,4765.919922,386.25,261.28,740.859985,5124.5,7510.899902,1092.72998,6286.799805
6/25/02,10773,9515.120117,11316.04,1477.453979,3425.79,4247.580078,316.04,6722.109863,381.429993,7717.600098,3350.199951,4818.069824,372.96,263.74,762.159973,4881.120117,7439.899902,1097.910034,6288
6/26/02,10676,9612.870117,11520.75,1458.865967,3382.54,4175.339844,321.72,6789.22998,380.440002,7676.5,3344.300049,4731.240234,381.39,267.38,768.51001,4901.700195,7452.200195,1096.829956,6277.899902
6/27/02,10690,9498.919922,11633.3,1488.265015,3260,4107.910156,316.71,6764.910156,364.429993,7664.899902,3342.800049,4632.490234,381.39,267.38,807.119995,5064.430176,7286.5,1093.640015,6257.600098
6/28/02,11018,9476.5,11531.11,1475.71106,3267.77,4101.850098,318.9,6679.339844,364.839996,7707.799805,3328.5,4634.220215,381.39,264.24,787.830017,5146.169922,7180.200195,1091.030029,6170
7/1/02,11138,9684.519531,11336.95,1485.869995,3277.53,4025.659912,317.41,6580.680176,367.609985,7667.799805,3327.899902,4630.430176,383.28,262.92,795.02002,5350.310059,7390.899902,1090.589966,6007.200195
7/2/02,10891,9702,11356.19,1448.82605,3210.5,4055,313.86,6498.950195,362.850006,7674,3313.600098,4617.189941,402.91,263.45,782.75,5352.709961,7231.299805,1102.369995,5997.5
7/3/02,10854,9561.639648,11642.97,1460.249023,3205.36,4035.679932,313.66,6331.25,356.190002,7643.899902,3293.100098,4587.100098,402.36,260.46,780.48999,5315.810059,7144.100098,1096.569946,6187.299805
7/4/02,10661,9430.660156,11738.69,1449.504028,3265.27,4058.110107,327.42,6353.529785,355.630005,7602.899902,3299.699951,4599.060059,406,259.18,787.650024,5163.27002,6971.200195,1098.060059,5985
7/5/02,10663,9252.469727,11847.32,1481.609009,3142.21,4041.73999,328.97,6171.720215,358.890015,7612.100098,3311.899902,4517.439941,417.05,260.29,785.280029,5287.459961,6894.700195,1102.550049,5918.600098
7/8/02,10524,9285.55957,11856.54,1497.098022,3054.5,3915.040039,328.02,6400.919922,359.320007,7631.399902,3279.899902,4464.930176,425.43,260.29,774.25,5427.330078,6759,1103.160034,5772.799805
7/10/02,10690,9108.219727,11801.16,1501.286011,3193,3878.429932,324.7,6461.569824,357.790009,7599.5,3279.600098,4317.839844,421.02,260.6,759.409973,5441.970215,6716.100098,1104.040039,5771.5
7/11/02,10545,9122.120117,11961.98,1499.166016,3188.26,4048.790039,327.22,6363.359863,357.579987,7566.899902,3247.600098,4481.02002,414.07,257.12,724.48999,5273.009766,6797.799805,1101.449951,5688.5
7/12/02,10811,9270.330078,11979.85,1478.046021,3122.35,3933.22998,324.99,6306.620117,343.880005,7552.600098,3235.300049,4423.830078,415.5,258.22,715.809998,5257.890137,6810.299805,1093.869995,5499.5
7/15/02,10966,9239.25,11976.28,1493.248047,3057.43,3892.080078,325.17,6326.529785,348.579987,7456,3227.300049,4352.310059,402.89,256.62,723.76001,5168.549805,6851.399902,1111.209961,5734.299805
7/16/02,10646,9104.950195,11976.35,1512.285034,3036.29,3789.27002,324.19,6356.22998,366.829987,7487.399902,3179.399902,4244.240234,405.79,255.65,752.780029,5064.509766,6794.200195,1106.869995,5805.700195
7/17/02,10589,9006.370117,11936.08,1503.373047,2928.72,3796.570068,334.54,6472.810059,366.01001,7473.899902,3212.899902,4233.870117,389.5,253.14,716.969971,5016.140137,6738.700195,1122.849976,5921.299805
7/18/02,10755,9061.540039,11853,1510.640015,3008.29,3733.179932,336.3,6488.029785,375.519989,7396.799805,3216,4129.459961,381.26,251.57,704.080017,5066.870117,6685.600098,1126.930054,5887.899902
7/19/02,10813,9375.700195,11770.03,1495.140991,2949.07,3583.830078,348.28,6461.180176,372.429993,7346.299805,3227.899902,4187.120117,379,252.79,722.580017,5164.529785,6752.600098,1123.51001,5893.200195
7/22/02,10568,9273.379883,11763.7,1496.651001,3002.74,3765.409912,345.82,6369.370117,366.730011,7249.799805,3212.100098,4103.620117,391.26,254.33,725.030029,4902.5,7009.799805,1115.47998,5777.700195
7/23/02,9900,9098.160156,11901.39,1513.006958,3133.39,3815.290039,341.04,6390.859863,369.480011,7282.299805,3185.899902,4275.290039,391.37,254.69,720.98999,4826.819824,7110.299805,1125.140015,5919.100098
7/24/02,9739,8812.120117,11653.07,1508.077026,3131.39,3886.120117,343.07,6400.669922,369.200012,7377.5,3208.699951,4377.100098,384.19,251.19,693.950012,4971.97998,6915.200195,1129.550049,5959.299805
7/25/02,9947,8805.330078,11663.87,1476.069946,2999.17,3827.679932,351.7,6371.5,382.579987,7297.299805,3214.800049,4359.169922,387.2,251.19,690.77002,5006.620117,6737.299805,1131.180054,5987.399902
7/26/02,9672,8681.280273,11574.94,1481.105957,2928.94,3731.540039,343.28,6316.709961,384.149994,7264.200195,3233.699951,4202.290039,395.22,256.33,660.940002,4923.290039,6800,1132.420044,5870
7/29/02,9251,8635.30957,11438.53,1513.493042,3013.8,3700.860107,341.69,6401.160156,384.269989,7189.5,3258.399902,4140.430176,389.74,249.86,685.059998,4848.589844,6726.899902,1132.890015,5642.799805
7/30/02,9247,8476.209961,11370.21,1513.175049,3165.47,3739.860107,348.52,6433.47998,389.480011,7139.700195,3226.199951,4268.22998,396.7,250.72,684.400024,4684.549805,6557.299805,1132.540039,5658.600098
7/31/02,9346,8540.469727,11449.44,1512.86499,3155.88,3835.080078,357.61,6334.660156,387.660004,7176,3192.399902,4475.890137,396.15,251.7,699.090027,4506.600098,6411.899902,1132.98999,5563.799805
8/1/02,9782,8406.099609,11327.06,1511.584961,3113.7,3839.889893,361.13,6115.5,387.670013,7028.100098,3196.899902,4445.930176,396.15,251.38,693.98999,4696.399902,6703.5,1130.48999,5452.799805
8/2/02,9768,8015.040039,11144.84,1527.448975,2983.47,3746.23999,368.32,5892.129883,385.76001,7051.200195,3196.899902,4352.77002,391.06,250,695.140015,4736.589844,6659.399902,1156.160034,5175.299805
8/5/02,9848,7785.549805,10920.63,1524.077026,2883.92,3574.300049,368.66,6004.839844,376.929993,7079.200195,3157.699951,4179.790039,378.65,244.83,699.289978,4802.410156,6374,1158.78,5301.899902
8/6/02,9472,7698.459961,10664.11,1516.600952,2886.3,3610.02002,372.42,5933.25,379.970001,7145.600098,3122.199951,4121.02002,376.09,248.74,724.330017,4855.609863,6309.399902,1158.78,5136.399902
8/7/02,9766,8185.890137,10839.93,1495.69397,2709.22,3504.300049,376.43,5900.740234,375.149994,7126.200195,3152.300049,4124.529785,367.51,247.73,722.849976,4845,6074.299805,1158.78,4980.200195
8/8/02,9911,8192.610352,10476.18,1492.208984,2713.73,3419.590088,381.78,6106.669922,370.309998,6986.200195,3092.100098,3913.120117,358.22,240.93,732.619995,4788.180176,6365.5,1158.780029,4833.799805
8/9/02,10315,8267.990234,10612.98,1468.746948,2819.63,3276.280029,393.75,6014.439941,368.839996,7024.100098,3089.399902,3978.969971,350.15,237.25,734.419983,4966.040039,6239.600098,1142.630005,4533
8/12/02,10008,8707.030273,10354.35,1475.036987,2850.14,3462.22998,386.39,6017.660156,372.480011,7039.700195,3088.600098,4095.439941,349.22,237.07,749.299988,4979.049805,6361.899902,1150.05,4686.299805
8/13/02,9724,8678.650391,10471.32,1464.991943,2695.47,3492.310059,385.58,5756.279785,371.730011,7081.100098,3017.199951,4092.959961,343.97,231.78,748.099976,4937.77002,6672.799805,1150.05,4860
8/14/02,9461,8732.580078,10496.67,1465.144043,2544.95,3298.030029,384.14,5644.879883,371.880005,7091.299805,3042.399902,3888.110107,345.44,238.74,731.820007,4950.009766,6369,1146.339966,5092.899902
8/15/02,9373,8504.959961,10074.56,1468.985962,2458.56,3184.709961,407.26,5535.169922,375.540009,7035.799805,2989.5,3711.300049,335.89,234.91,737.090027,4886.779785,6250.399902,1148.910034,5318.200195
8/16/02,9213,8312.919922,10261.6,1458.582031,2438.31,3009.379883,409.33,5755.089844,376.890015,6897.5,3035.199951,3515.570068,352.94,241.96,718.349976,4926.220215,6089.399902,1151.75,5278
8/19/02,9512,8049.930176,10621.84,1469.662964,2515.2,3175.52002,424.99,5854.839844,386.320007,6892.899902,3083.800049,3632.899902,353.79,245.99,720.559998,5005.740234,6145.399902,1151.75,5205
8/20/02,9455,8282.25,10595.44,1464.18396,2536.94,3113.860107,423.43,6025.720215,394.75,6810.100098,3086.199951,3526.290039,361.78,245.52,726.25,4933.850098,5879.399902,1153.689941,5087.200195
8/21/02,9270,8456.290039,10622.32,1474.590942,2723.01,3203.830078,414.87,5909.200195,386.440002,6655.700195,3077.300049,3584.51001,356.29,244,739.840027,4947.799805,6209,1148.52002,4987.899902
8/22/02,9441,8707.240234,10812.3,1478.052979,2691.91,3440.379883,403.34,5901.47998,387.640015,6743.5,3048.899902,3852.929932,359.25,238.61,752.859985,4845.180176,6184.899902,1161.079956,4700.899902
8/23/02,9710,8741.919922,10632.81,1461.321045,2685.79,3429.449951,401.15,5843.259766,383.100006,6700,3009.199951,3876.800049,364.37,241.46,726.580017,4770.910156,6453.5,1150.099976,5111.700195
8/26/02,9690,8683.150391,10826.09,1455.438965,2557.85,3426.939941,394.65,6056.899902,378.019989,6690.5,2985.600098,3699.310059,377.22,247.12,730.969971,4812.950195,6375.399902,1156.439941,5163
8/27/02,10118,8479.139648,10769.2,1498.454956,2547.12,3257.659912,384.78,6145.22998,377.170013,6506.200195,3051,3601.709961,380.03,246.62,716.25,4756.009766,6235.200195,1169.890015,5310.600098
8/28/02,10383,8745.040039,10960.25,1491.390991,2447.32,3281.689941,414.48,6190.72998,378.029999,6357.399902,3077.100098,3533.300049,383.88,241.94,714.580017,4654.149902,6137.100098,1173.27002,5255.700195
8/29/02,10351,8813.070312,10752.66,1513.000977,2592.24,3072.040039,415.94,6200.319824,375.079987,6060.799805,3113.300049,3319.77002,391.17,240.25,701.669983,4499.509766,6278,1181.130005,5295.200195
8/30/02,10465,8777.089844,10485.74,1522.490967,2564.77,3300.52002,421.14,6193.049805,379.98999,6348.299805,3103.800049,3570.110107,379.33,233.31,717.969971,4578.939941,6268.100098,1163.140015,5210.600098
9/2/02,10383,8986.5,10601.45,1521.355957,2698.18,3331.820068,433.57,6268.939941,380.279999,6316,3110.300049,3473.47998,379.01,235.45,725.429993,4475.990234,6556.200195,1156.609985,5370.399902
9/3/02,10365,8866.139648,10375.15,1510.222046,2750.17,3414.070068,444.53,6238.080078,391.519989,6391,3096.199951,3682.73999,373.97,231.56,726.130005,4545.830078,6442.899902,1161.040039,5397.799805
9/4/02,10167,8961.179688,10250.42,1521.897949,2670.78,3416.679932,438.37,6150.97998,394.290009,6492.700195,3128,3750.26001,369.34,228.04,721.450012,4690.879883,6575.799805,1154.560059,5350.5
9/5/02,9993,9051.490234,10296.02,1515.64502,2698.99,3386.51001,438.48,6262.47998,395.299988,6501.600098,3133.300049,3660.399902,376.56,232.11,715.159973,4653.370117,6688.5,1166.98999,5508.399902
9/6/02,9739,8873.929688,10498.26,1519.984985,2590.75,3305.320068,413.78,6156.220215,394.730011,6573.100098,3148.199951,3677.540039,377.29,235.06,708.059998,4590.790039,6538.899902,1187.790039,5405.799805
9/9/02,9725,8917.490234,10202.36,1546.506958,2677.74,3341.360107,416.8,6111.669922,392.059998,6545.600098,3176.699951,3591.47998,368.7,230.18,705.109985,4578.149902,6594.5,1171.060059,5488.100098
9/10/02,9962,8823.929688,10189.01,1552.004028,2713.96,3384.399902,412.1,6181.319824,406.890015,6536.5,3164.300049,3665.669922,356.59,218.69,692.140015,4478.580078,6613.200195,1173.52002,5525.700195
9/11/02,9967,8690.69043,10215.63,1581.380005,2825.39,3344.77002,422.09,6212.950195,411.959991,6463.5,3195.699951,3681.669922,350.89,211.63,667.210022,4531.129883,6477.700195,1159.920044,5463.600098
9/12/02,10182,8669.259766,9947.72,1619.949951,2771.4,3479.870117,436.01,6166.290039,403.160004,6562.799805,3180.800049,3842.409912,324.96,200.12,669.359985,4502.029785,6422.700195,1147.98999,5432.600098
9/13/02,10156,8659.269531,9929.91,1633.530029,2802.95,3446.800049,441.08,6094.060059,401.309998,6496,3176.899902,3770.75,320.67,210.18,672.909973,4420.430176,6433,1153.98999,5419
9/16/02,10171,8308.530273,9591.03,1606.233032,2872.02,3521.189941,446.57,6110.879883,397.630005,6576.600098,3160.300049,3873.550049,322.8,208.03,665.200012,4424.160156,6312,1161.72998,5227.299805
9/17/02,9855,8420.200195,9666.67,1616.905029,2821.04,3601.409912,445.56,6065.259766,415.040009,6622.100098,3137.699951,3911.219971,335.66,218.63,645.280029,4303.850098,6098.5,1159.5,5160.200195
9/18/02,9626,8296.459961,10003.72,1598.504028,2771.19,3505.090088,451.45,6113.27002,425.929993,6577.100098,3130.800049,3830.080078,332.48,217.98,637.809998,4277,6225,1165.199951,5182.299805
9/19/02,9512,8425.879883,9877.94,1570.573975,2863.6,3498.810059,448.19,6167.149902,432.75,6525.399902,3122.300049,3791.429932,326.23,217.65,666.77002,4263.669922,6079.899902,1175.22998,5061.399902
9/20/02,9375,8520.139648,9793.51,1568.133057,2729.93,3522.47998,442.43,6225.290039,445.839996,6545.899902,3131,3836.080078,332.3,217.47,642.429993,4240.47998,6218.100098,1172.699951,4873.299805
9/23/02,9575,8604.269531,9709.66,1538.579956,2667.17,3402.709961,442.52,6260.419922,439.299988,6559.200195,3143.199951,3681.290039,327.96,215.52,644.320007,4147.040039,6197.799805,1160.130005,5001.299805
9/24/02,9245,8574.94043,9704.93,1501.56897,2709.29,3367.090088,459.42,6219.790039,449.279999,6563.5,3093.199951,3658.669922,316.4,207.18,626.090027,4146.669922,6339.399902,1149.560059,4959.100098
9/25/02,9207,8377.679688,9501.02,1483.465942,2639.18,3345.639893,453.4,6195.089844,445.579987,6644.399902,3113.5,3698.689941,313.99,211.45,637.01001,4246.160156,6395.299805,1135.800049,5078.899902
9/26/02,9251,8311.790039,9834.4,1535.880005,2509.46,3250.139893,456.57,6078.370117,432.309998,6688.600098,3089.5,3609.030029,325.81,212.35,610.679993,4138.290039,6246.600098,1147.209961,5087.299805
9/27/02,9200,8386.349609,9799.57,1511.154053,2534.01,3102.76001,458.88,5960.040039,435.429993,6674.299805,3119.600098,3396.800049,329.91,210.86,602.880005,4027.459961,6166.899902,1146.920044,5138.5
9/30/02,8718,8203.070312,9999.79,1522.980957,2511.53,3210.320068,451.13,5645.689941,437.5,6680.899902,3110.100098,3429.47998,324.78,211.49,604.429993,4020.419922,6250.700195,1159.790039,5193.799805
10/1/02,8642,8170.649902,9747.82,1533.079956,2618.18,3146.209961,449.18,5789.129883,444.359985,6633.700195,3148,3361.669922,324.97,212.98,620.76001,3903.73999,6011.5,1155.189941,5028.899902
10/2/02,9011,7945.930176,9688.61,1480.110962,2564.81,3233.070068,436.48,5740.850098,440.880005,6709.799805,3142.100098,3480.570068,329.96,214.41,641.119995,3974.51001,5930.100098,1158.319946,5003
10/3/02,8852,7984.77002,9638.41,1524.499023,2639.83,3244.080078,443.95,5706.629883,426.059998,6604.799805,3130.600098,3437.110107,335.09,212.03,633.460022,4012.399902,5785.299805,1146.300049,5073.899902
10/4/02,9151,7871.22998,9795.57,1555.906982,2723.14,3325.699951,439.35,5810.5,430.829987,6557.399902,3125.699951,3507.5,339.89,216.69,660.669983,3885.679932,5761,1150.150024,4853.899902
10/7/02,9268,7687.160156,9788.13,1557.293945,2590.19,3347.050049,441.11,5957.169922,434.839996,6570.600098,3156.699951,3573.219971,340.18,214.55,666.51001,3980.070068,5571.600098,1144.719971,4820
10/8/02,8870,7844.620117,9599.1,1553.69104,2530.8,3212.909912,438.79,5794.939941,431.329987,6565.700195,3120.300049,3406.580078,347.94,220.12,665.539978,4249.22998,5318.399902,1139.670044,4662.899902
10/9/02,8838,7996.009766,9620.69,1534.600952,2516.31,3188.149902,432.48,5748.370117,425.190002,6465.600098,3090.699951,3359.330078,347.76,220.98,640.559998,4182.799805,5557.5,1144.170044,4708.799805
10/10/02,8708,7698.810059,9642.61,1532.185059,2493.42,3223.909912,432.69,5926.490234,427.230011,6491.5,3070.199951,3321.76001,350.43,224.98,661.469971,4373.169922,5654.100098,1153.040039,4575.799805
10/11/02,8864,7593.040039,9814.02,1547.155029,2382.7,3056.580078,429.35,5829.529785,443.959991,6521.200195,3046.699951,3277.409912,354.19,223.37,646.099976,4446.100098,5475.799805,1158.650024,4500.700195
10/14/02,8853,7936.569824,9867.45,1563.204956,2328.29,3011.439941,430.09,5900.200195,437.600006,6485.200195,3033.300049,3136.330078,347.39,222.27,666.960022,4512.819824,5477.200195,1167.030029,4719.200195
10/15/02,8452,7753.459961,10067.74,1572.307983,2308.03,2900.850098,434.24,5874.700195,437.829987,6522.200195,2991.100098,3001.879883,344.46,221.13,675.090027,4382.600098,5518,1160.150024,4864.200195
10/16/02,8510,7719.339844,9907.3,1569.328003,2217.48,2893.330078,439.36,5855.310059,461.140015,6549,2988.699951,3063.439941,353.09,222.05,672.429993,4611.419922,5510.399902,1159.410034,4762.700195
10/17/02,8397,7528.680176,9766.73,1549.052002,2187.22,2797,438.85,5848.72998,456.920013,6604.899902,3001.100098,2913.159912,347.54,225.83,664.799988,4537.740234,5540.899902,1159.719971,4787.299805
10/18/02,8902,7425.819824,9620.14,1570.920044,2238.11,2707.219971,436.49,5762.450195,442.119995,6493.100098,2970.899902,2872.97998,334.44,224.73,652.340027,4630.839844,5426.399902,1152.589966,4828.600098
10/21/02,9022,7499.959961,9619.3,1577.987061,2373.03,2846.439941,430,5766.259766,452.179993,6476.899902,2987.199951,2963.120117,332.9,224.34,661.23999,4603.359863,5485.299805,1138.77002,4846.799805
10/22/02,9099,7286.339844,9521.63,1577.078003,2343.22,2944.659912,415.04,5841.220215,459.73999,6500.600098,2998.199951,3020.709961,329.44,224.88,672.719971,4537.859863,5489.399902,1129.880005,4755.600098
10/23/02,9342,7540.740234,9217.04,1560.666992,2204.39,2846.370117,413.91,5865.430176,452.660004,6372,2999.300049,2906.600098,328.93,217.63,673.940002,4547.129883,5294.799805,1120.189941,4600
10/24/02,9832,7848.209961,9075.09,1575.307983,2266.55,2789.689941,416.91,6039.970215,469.390015,6286.299805,2986.199951,2772.959961,334.3,215.81,678.76001,4596.689941,5482.100098,1129.400024,4584.600098
10/25/02,9807,7883.22998,9222.12,1553.194946,2361.73,2914.52002,403.57,5926.310059,488.720001,6190.700195,2940,2866.26001,331.77,215.34,668.059998,4599.47998,5641.700195,1133.140015,4515.799805
10/28/02,10022,8232.099609,9129.07,1536.272949,2305.18,2892.870117,403.73,5986.919922,488.230011,6173,2946,2923.550049,335.47,220.35,669.159973,4631.709961,5670.899902,1133.109985,4362.5
10/29/02,9570,8038.310059,9306.26,1529.532959,2224.74,2838.629883,406.47,5975.950195,503.670013,6046.200195,2912.699951,2812.149902,334.7,216.55,644.669983,4584.379883,5813.399902,1143.810059,4539.299805
10/30/02,9602,8287.719727,9309.31,1540.715942,2207.62,2730.610107,411.8,6013.939941,500.399994,6104,2896.600098,2710.330078,343.59,219.05,656.130005,4757.359863,5943.600098,1138.859985,4748.399902
10/31/02,10099,8320.740234,9400.08,1566.921021,2170.54,2752.5,417.75,5979.450195,513.390015,6175.299805,2924.600098,2679.02002,346.94,222.98,656.409973,4705.27002,6105.200195,1143.439941,4760.799805
11/1/02,10172,8534.080078,9415.23,1562.609009,2150.26,2726.76001,417.83,6000.759766,490.709991,6154.200195,2959.800049,2617.540039,344.47,217.21,669.150024,4790.939941,5998.200195,1152.560059,4917.899902
11/4/02,10147,8448.55957,9241.93,1568.187988,2234.62,2612.050049,417.32,5907.72998,497.809998,6092.5,2994.899902,2593.26001,337.11,215.6,672.919983,4603.620117,6075.899902,1157.400024,4986.799805
11/5/02,9904,8495.379883,#N/A,1559.121948,2351.81,2789.27002,409.81,5906.640137,515.150024,6177.899902,2993.800049,2731.840088,334.84,213.35,663.349976,4697.5,6058.700195,1159.890015,4994.5
11/6/02,9857,8317.480469,9543.94,1556.894043,2318.5,2876.47998,404.66,5876.609863,519.51001,6157.100098,2989.800049,2928.629883,340.38,213.2,669.179993,4700.529785,5972.200195,1170.880005,4931.799805
11/7/02,9734,8448.980469,9472.06,1554.015991,2485.13,2928.590088,406.02,5894.290039,515.039978,6110.5,3010.600098,2856.580078,329.77,204.46,695.369995,4770.02002,5964.399902,1166.449951,4903.399902
11/8/02,9859,8367.280273,9669.62,1537.498047,2444.85,3036.850098,409.94,5966.569824,516.359985,6034.899902,2990.199951,3038.179932,324.46,202.64,703.97998,4828.439941,6164.100098,1162.400024,4920.299805
11/11/02,9873,8363.950195,9481.08,1524.577026,2536.45,3117.209961,412.4,5967.529785,516.080017,5917.299805,3003,3021.73999,333.56,204.05,695.47998,4784.040039,6110.600098,1163.119995,4787.399902
11/12/02,9864,8427.339844,#N/A,1509.107056,2527.38,3235.280029,416.15,6046.740234,506.970001,5831.600098,3031.899902,3172.340088,331.61,201.23,705.940002,4721.899902,6087.799805,1167.599976,4896.200195
11/13/02,9721,8395.639648,9321.64,1512.487061,2549.84,3140.429932,416.29,6058.629883,507.079987,5793.399902,3023.600098,3151.939941,335.12,194.58,694.690002,4722.060059,6073.5,1186.699951,4988.899902
11/14/02,9762,8521.599609,9165.41,1500.343018,2507.5,3162.639893,420.36,6041.930176,489.25,5689.399902,3010.300049,3269.800049,343.06,193.12,719.330017,4694.52002,6271.700195,1184.27002,4844.200195
11/18/02,9910,8568.759766,9320.92,1516.813965,2399.77,3147.189941,430.07,6064.040039,485.040009,5876.200195,3033.899902,3164.580078,346.94,194.67,719.460022,4731.310059,6321.100098,1189.969971,4816.200195
11/19/02,9971,8677.169922,9530.44,1493.689941,2469.62,3046.840088,419.39,6009.839844,469.690002,5978.700195,3011.300049,3027.360107,342.11,198.73,724.98999,4722.350098,6449.700195,1211.310059,4883.200195
11/20/02,9983,8766.080078,9383.29,1485.520996,2456.91,3026.22998,421.33,5984.629883,489.829987,6106.399902,3006.199951,3089.709961,334.06,192.07,730.73999,4641.990234,6339.299805,1205.189941,4930.700195
11/21/02,10105,8585.75,9162.26,1485.444946,2508.51,3143.659912,422.4,5891.740234,478.410004,6137.100098,3042.899902,3105.290039,335.18,188.91,724.719971,4698.580078,6031.200195,1198.130005,4977.600098
11/22/02,10288,8535.80957,9049.33,1501.902954,2383.5,3091.899902,416.71,5864.049805,488.410004,6274.700195,3010.300049,3188.719971,341.42,194.52,715.72998,4637.25,6069.100098,1197.589966,4984.700195
11/25/02,10407,8356.730469,8936.43,1504.597046,2468.8,3015.649902,412.27,5816.709961,495.540009,6256.100098,3054.800049,3024.899902,346.54,190.94,716.130005,4655.419922,6068.600098,1200.339966,5081.200195
11/26/02,10243,8380.320312,9027.55,1500.850952,2518.99,3081.959961,415.94,5898.180176,506.559998,6302.399902,3050.199951,3115.76001,351.91,193.09,720.219971,4684.120117,6096.100098,1196.550049,5044.399902
11/27/02,10142,8403.69043,8688,1501.620972,2487.66,3125.199951,419.91,5819.439941,521.719971,6312.700195,3075.5,3152.189941,354.81,193.28,696.650024,4759.779785,6148.700195,1191.26001,4865.899902
11/28/02,10222,8535.639648,8708.9,1512.338013,2592.55,3168.300049,419.71,5724.049805,523.440002,6273.899902,3038.899902,3167.48999,353.52,192.49,705.26001,4725,6317.600098,1173.800049,4809.600098
11/29/02,10250,8579.740234,8539.34,1503.509033,2614.14,3197.560059,428.52,5643.149902,519.320007,6351.700195,3008.800049,3318.169922,348.51,188.22,702.909973,4741.509766,6251.600098,1177.54,4794.5
12/2/02,10517,8484.929688,8439.62,1532.640991,2578.36,3310.439941,430.36,5858.339844,518.179993,6333.799805,2972.899902,3356.060059,341.47,187.28,709.830017,4826.120117,6303.399902,1177.54,4822
